conversion_event_id,performance_id,date,conversion_type,conversions,conversion_value_usd,attribution_window_day
CNV_00005946,PERF_00031148,2026-03-28,Signup,1,23.8178,14
CNV_00005947,PERF_00031149,2026-03-28,Purchase,1,95.2029,14
CNV_00005948,PERF_00031151,2026-03-28,Purchase,1,117.0007,7
CNV_00005949,PERF_00031155,2026-03-28,Purchase,1,107.4692,7
CNV_00005950,PERF_00031160,2026-03-28,Signup,1,11.2485,28
CNV_00005951,PERF_00031163,2026-03-28,Signup,1,3.3325,7
CNV_00005952,PERF_00031168,2026-03-28,Purchase,1,28.4072,1
CNV_00005953,PERF_00031177,2026-03-28,Add to Cart,1,28.9405,14
CNV_00005954,PERF_00031184,2026-03-28,Purchase,1,45.3801,28
CNV_00005955,PERF_00031185,2026-03-28,Purchase,4,184.7985,14
CNV_00005956,PERF_00031186,2026-03-28,Add to Cart,2,11.946,14
CNV_00005957,PERF_00031188,2026-03-28,Lead,1,39.5004,28
CNV_00005958,PERF_00031189,2026-03-28,Signup,7,157.9095,7
CNV_00005959,PERF_00031190,2026-03-28,Purchase,2,142.7978,1
CNV_00005960,PERF_00031194,2026-03-28,Purchase,10,741.5862,28
CNV_00005961,PERF_00031199,2026-03-28,Lead,2,89.6891,7
CNV_00005962,PERF_00031202,2026-03-28,Add to Cart,4,20.5642,7
CNV_00005963,PERF_00031203,2026-03-28,Purchase,2,178.7845,1
CNV_00005964,PERF_00031208,2026-03-29,Signup,1,22.4539,14
CNV_00005965,PERF_00031209,2026-03-29,Purchase,1,57.5411,1
CNV_00005966,PERF_00031214,2026-03-29,Lead,1,22.4405,14
CNV_00005967,PERF_00031215,2026-03-29,Purchase,3,292.8699,14
CNV_00005968,PERF_00031222,2026-03-29,Signup,1,7.4191,1
CNV_00005969,PERF_00031225,2026-03-29,Lead,1,14.2266,28
CNV_00005970,PERF_00031237,2026-03-29,Purchase,1,82.5967,7
CNV_00005971,PERF_00031238,2026-03-29,Add to Cart,1,33.0085,7
CNV_00005972,PERF_00031239,2026-03-29,Add to Cart,2,27.5419,14
CNV_00005973,PERF_00031240,2026-03-29,Signup,1,9.614,7
CNV_00005974,PERF_00031248,2026-03-29,Signup,1,15.6796,1
CNV_00005975,PERF_00031258,2026-03-29,Signup,1,21.9298,1
CNV_00005976,PERF_00031286,2026-03-29,Signup,1,7.6234,7
CNV_00005977,PERF_00031288,2026-03-29,Purchase,3,147.0099,7
CNV_00005978,PERF_00031295,2026-03-29,Purchase,2,131.978,1
CNV_00005979,PERF_00031297,2026-03-29,Lead,1,11.6262,7
CNV_00005980,PERF_00031299,2026-03-29,Purchase,2,238.3164,7
CNV_00005981,PERF_00031300,2026-03-29,Lead,6,205.9952,1
CNV_00005982,PERF_00031305,2026-03-29,Signup,5,117.7382,1
CNV_00005983,PERF_00031308,2026-03-29,Purchase,9,810.2518,7
CNV_00005984,PERF_00031310,2026-03-29,Lead,1,41.3538,7
CNV_00005985,PERF_00031311,2026-03-29,Signup,2,25.5336,7
CNV_00005986,PERF_00031322,2026-03-29,Purchase,4,384.1922,1
CNV_00005987,PERF_00031328,2026-03-29,Lead,3,115.969,1
CNV_00005988,PERF_00031333,2026-03-29,Signup,1,8.5782,7
CNV_00005989,PERF_00031344,2026-03-29,Signup,6,96.2986,28
CNV_00005990,PERF_00031348,2026-03-29,Signup,1,3.2916,7
CNV_00005991,PERF_00031350,2026-03-29,Signup,3,58.0036,1
CNV_00005992,PERF_00031357,2026-03-29,Lead,2,61.8991,14
CNV_00005993,PERF_00031362,2026-03-29,Lead,1,14.6319,7
CNV_00005994,PERF_00031367,2026-03-29,Purchase,1,88.7315,28
CNV_00005995,PERF_00031369,2026-03-29,Purchase,2,157.7886,14
CNV_00005996,PERF_00031373,2026-03-29,Signup,1,24.044,7
CNV_00005997,PERF_00031378,2026-03-29,Signup,2,8.2736,7
CNV_00005998,PERF_00031384,2026-03-29,Signup,3,66.8656,7
CNV_00005999,PERF_00031387,2026-03-29,Add to Cart,2,39.6072,1
CNV_00006000,PERF_00031388,2026-03-29,Add to Cart,2,20.843,7
CNV_00006001,PERF_00031389,2026-03-29,Signup,4,33.8569,7
CNV_00006002,PERF_00031391,2026-03-29,Purchase,8,547.0788,7
CNV_00006003,PERF_00031395,2026-03-29,Purchase,9,887.6152,7
CNV_00006004,PERF_00031396,2026-03-29,Lead,27,624.1267,7
CNV_00006005,PERF_00031397,2026-03-29,Signup,4,95.3856,7
CNV_00006006,PERF_00031401,2026-03-29,Add to Cart,1,10.372,28
CNV_00006007,PERF_00031408,2026-03-29,Lead,2,35.541,7
CNV_00006008,PERF_00031410,2026-03-29,Purchase,13,1011.7405,1
CNV_00006009,PERF_00031411,2026-03-29,Signup,5,79.7838,28
CNV_00006010,PERF_00031412,2026-03-29,Lead,6,147.3721,7
CNV_00006011,PERF_00031414,2026-03-29,Lead,5,59.6977,7
CNV_00006012,PERF_00031418,2026-03-29,Signup,8,132.2092,14
CNV_00006013,PERF_00031425,2026-03-29,Signup,1,4.9472,28
CNV_00006014,PERF_00031440,2026-03-29,Purchase,1,27.6927,1
CNV_00006015,PERF_00031442,2026-03-29,Lead,1,37.5404,14
CNV_00006016,PERF_00031454,2026-03-29,Lead,1,14.8022,7
CNV_00006017,PERF_00031457,2026-03-29,Lead,1,41.0293,1
CNV_00006018,PERF_00031462,2026-03-29,Purchase,8,262.6389,28
CNV_00006019,PERF_00031474,2026-03-29,Purchase,6,600.36,1
CNV_00006020,PERF_00031483,2026-03-29,Add to Cart,2,27.2395,1
CNV_00006021,PERF_00031484,2026-03-29,Purchase,3,145.6138,7
CNV_00006022,PERF_00031486,2026-03-29,Lead,2,25.8259,1
CNV_00006023,PERF_00031487,2026-03-29,Purchase,10,953.5341,7
CNV_00006024,PERF_00031488,2026-03-29,Signup,1,4.6352,7
CNV_00006025,PERF_00031489,2026-03-29,Lead,5,196.7891,7
CNV_00006026,PERF_00031492,2026-03-29,Lead,11,144.6209,14
CNV_00006027,PERF_00031495,2026-03-29,Lead,3,134.5592,7
CNV_00006028,PERF_00031506,2026-03-29,Purchase,1,32.6971,1
CNV_00006029,PERF_00031507,2026-03-29,Purchase,6,442.9771,1
CNV_00006030,PERF_00031511,2026-03-29,Signup,2,24.9265,1
CNV_00006031,PERF_00031519,2026-03-29,Lead,1,21.7152,7
CNV_00006032,PERF_00031526,2026-03-29,Signup,1,21.6581,1
CNV_00006033,PERF_00031533,2026-03-29,Purchase,1,21.2682,1
CNV_00006034,PERF_00031541,2026-03-29,Signup,2,47.9332,7
CNV_00006035,PERF_00031543,2026-03-29,Purchase,1,28.2794,7
CNV_00006036,PERF_00031548,2026-03-29,Purchase,1,54.1998,7
CNV_00006037,PERF_00031567,2026-03-29,Purchase,4,126.8657,7
CNV_00006038,PERF_00031570,2026-03-29,Signup,1,20.9457,28
CNV_00006039,PERF_00031571,2026-03-29,Purchase,1,35.2891,14
CNV_00006040,PERF_00031578,2026-03-29,Signup,2,44.5424,7
CNV_00006041,PERF_00031580,2026-03-29,Lead,2,36.1009,14
CNV_00006042,PERF_00031583,2026-03-29,Purchase,1,71.033,1
CNV_00006043,PERF_00031584,2026-03-29,Purchase,1,75.273,28
CNV_00006044,PERF_00031587,2026-03-29,Lead,2,17.7212,1
CNV_00006045,PERF_00031599,2026-03-29,Purchase,1,59.7166,1
CNV_00006046,PERF_00031609,2026-03-29,Add to Cart,2,53.07,28
CNV_00006047,PERF_00031613,2026-03-29,Signup,1,18.773,14
CNV_00006048,PERF_00031615,2026-03-29,Purchase,2,156.048,7
CNV_00006049,PERF_00031616,2026-03-29,Signup,2,17.8462,7
CNV_00006050,PERF_00031622,2026-03-29,Add to Cart,2,68.6216,14
CNV_00006051,PERF_00031626,2026-03-29,Signup,2,13.3151,14
CNV_00006052,PERF_00031633,2026-03-29,Purchase,5,212.9699,7
CNV_00006053,PERF_00031638,2026-03-29,Signup,2,18.8319,7
CNV_00006054,PERF_00031651,2026-03-29,Lead,4,39.0139,1
CNV_00006055,PERF_00031653,2026-03-29,Purchase,2,124.7164,14
CNV_00006056,PERF_00031657,2026-03-29,Add to Cart,1,30.615,28
CNV_00006057,PERF_00031666,2026-03-29,Add to Cart,4,133.9053,7
CNV_00006058,PERF_00031667,2026-03-29,Lead,1,34.244,14
CNV_00006059,PERF_00031672,2026-03-29,Signup,1,15.5764,1
CNV_00006060,PERF_00031673,2026-03-29,Signup,4,62.0254,7
CNV_00006061,PERF_00031680,2026-03-29,Purchase,3,66.7391,14
CNV_00006062,PERF_00031683,2026-03-29,Lead,1,22.0784,14
CNV_00006063,PERF_00031685,2026-03-29,Lead,1,34.5173,7
CNV_00006064,PERF_00031688,2026-03-29,Lead,3,89.4386,14
CNV_00006065,PERF_00031691,2026-03-29,Add to Cart,2,63.7127,28
CNV_00006066,PERF_00031692,2026-03-29,Add to Cart,7,53.0519,7
CNV_00006067,PERF_00031696,2026-03-29,Signup,4,51.299,28
CNV_00006068,PERF_00031697,2026-03-29,Purchase,6,584.4868,7
CNV_00006069,PERF_00031702,2026-03-29,Purchase,2,143.241,28
CNV_00006070,PERF_00031703,2026-03-29,Signup,1,21.2653,1
CNV_00006071,PERF_00031706,2026-03-29,Lead,2,54.4893,7
CNV_00006072,PERF_00031707,2026-03-29,Signup,2,6.9514,7
CNV_00006073,PERF_00031708,2026-03-29,Signup,5,40.033,7
CNV_00006074,PERF_00031710,2026-03-29,Purchase,4,301.051,7
CNV_00006075,PERF_00031719,2026-03-30,Purchase,1,67.67,14
CNV_00006076,PERF_00031745,2026-03-30,Lead,1,32.2808,7
CNV_00006077,PERF_00031782,2026-03-30,Lead,1,38.5706,7
CNV_00006078,PERF_00031784,2026-03-30,Purchase,1,45.3337,14
CNV_00006079,PERF_00031785,2026-03-30,Signup,1,13.9819,7
CNV_00006080,PERF_00031795,2026-03-30,Add to Cart,1,16.7787,1
CNV_00006081,PERF_00031798,2026-03-30,Purchase,6,333.0886,1
CNV_00006082,PERF_00031802,2026-03-30,Purchase,4,195.8498,1
CNV_00006083,PERF_00031803,2026-03-30,Lead,4,70.6842,1
CNV_00006084,PERF_00031804,2026-03-30,Lead,7,141.2232,14
CNV_00006085,PERF_00031805,2026-03-30,Add to Cart,10,94.9423,14
CNV_00006086,PERF_00031806,2026-03-30,Purchase,4,389.3216,7
CNV_00006087,PERF_00031807,2026-03-30,Signup,1,7.8965,7
CNV_00006088,PERF_00031813,2026-03-30,Purchase,2,144.3944,1
CNV_00006089,PERF_00031819,2026-03-30,Purchase,3,342.5428,14
CNV_00006090,PERF_00031820,2026-03-30,Purchase,7,284.1628,14
CNV_00006091,PERF_00031821,2026-03-30,Lead,14,234.5303,28
CNV_00006092,PERF_00031823,2026-03-30,Purchase,11,1173.7298,7
CNV_00006093,PERF_00031824,2026-03-30,Purchase,11,586.4974,1
CNV_00006094,PERF_00031825,2026-03-30,Purchase,5,115.5093,1
CNV_00006095,PERF_00031826,2026-03-30,Lead,4,139.9703,1
CNV_00006096,PERF_00031827,2026-03-30,Purchase,5,275.7202,28
CNV_00006097,PERF_00031828,2026-03-30,Signup,2,41.2266,7
CNV_00006098,PERF_00031832,2026-03-30,Purchase,1,61.0631,1
CNV_00006099,PERF_00031834,2026-03-30,Purchase,1,82.5294,7
CNV_00006100,PERF_00031837,2026-03-30,Add to Cart,3,95.792,1
CNV_00006101,PERF_00031838,2026-03-30,Lead,3,37.6844,7
CNV_00006102,PERF_00031839,2026-03-30,Purchase,5,335.9953,7
CNV_00006103,PERF_00031845,2026-03-30,Add to Cart,3,56.8609,14
CNV_00006104,PERF_00031846,2026-03-30,Lead,2,68.369,7
CNV_00006105,PERF_00031851,2026-03-30,Signup,5,110.06,14
CNV_00006106,PERF_00031853,2026-03-30,Lead,2,25.7796,14
CNV_00006107,PERF_00031855,2026-03-30,Lead,2,83.1673,7
CNV_00006108,PERF_00031865,2026-03-30,Purchase,9,169.6782,7
CNV_00006109,PERF_00031868,2026-03-30,Signup,2,41.5596,7
CNV_00006110,PERF_00031871,2026-03-30,Signup,1,9.7275,7
CNV_00006111,PERF_00031879,2026-03-30,Lead,3,118.1487,7
CNV_00006112,PERF_00031896,2026-03-30,Add to Cart,3,62.3422,7
CNV_00006113,PERF_00031897,2026-03-30,Purchase,3,251.1405,1
CNV_00006114,PERF_00031900,2026-03-30,Lead,6,266.5954,7
CNV_00006115,PERF_00031901,2026-03-30,Purchase,6,597.5701,7
CNV_00006116,PERF_00031902,2026-03-30,Add to Cart,8,262.7177,1
CNV_00006117,PERF_00031903,2026-03-30,Purchase,2,50.5646,14
CNV_00006118,PERF_00031905,2026-03-30,Lead,1,16.3362,1
CNV_00006119,PERF_00031915,2026-03-30,Purchase,3,196.5435,7
CNV_00006120,PERF_00031918,2026-03-30,Signup,2,24.5287,7
CNV_00006121,PERF_00031924,2026-03-30,Purchase,2,136.9624,7
CNV_00006122,PERF_00031932,2026-03-30,Purchase,8,292.1181,1
CNV_00006123,PERF_00031935,2026-03-30,Lead,14,576.7586,7
CNV_00006124,PERF_00031937,2026-03-30,Lead,5,46.9751,7
CNV_00006125,PERF_00031939,2026-03-30,Purchase,1,118.54,7
CNV_00006126,PERF_00031941,2026-03-30,Lead,4,84.0301,1
CNV_00006127,PERF_00031943,2026-03-30,Lead,7,201.4777,7
CNV_00006128,PERF_00031944,2026-03-30,Add to Cart,8,115.6733,1
CNV_00006129,PERF_00031945,2026-03-30,Signup,3,30.4053,1
CNV_00006130,PERF_00031951,2026-03-30,Purchase,17,1159.8127,7
CNV_00006131,PERF_00031952,2026-03-30,Purchase,3,318.4534,7
CNV_00006132,PERF_00031953,2026-03-30,Signup,18,128.4087,7
CNV_00006133,PERF_00031954,2026-03-30,Purchase,9,413.9635,14
CNV_00006134,PERF_00031956,2026-03-30,Purchase,7,672.2398,7
CNV_00006135,PERF_00031963,2026-03-30,Lead,2,60.6649,7
CNV_00006136,PERF_00031966,2026-03-30,Signup,3,28.8165,28
CNV_00006137,PERF_00031968,2026-03-30,Add to Cart,3,81.8974,14
CNV_00006138,PERF_00031969,2026-03-30,Add to Cart,1,14.8862,14
CNV_00006139,PERF_00031970,2026-03-30,Purchase,2,208.7655,1
CNV_00006140,PERF_00031982,2026-03-30,Add to Cart,1,34.1298,7
CNV_00006141,PERF_00031994,2026-03-30,Signup,2,8.8582,7
CNV_00006142,PERF_00032006,2026-03-30,Signup,10,92.4256,14
CNV_00006143,PERF_00032007,2026-03-30,Purchase,2,87.7789,1
CNV_00006144,PERF_00032008,2026-03-30,Add to Cart,5,27.3749,7
CNV_00006145,PERF_00032011,2026-03-30,Lead,1,16.2191,28
CNV_00006146,PERF_00032014,2026-03-30,Signup,3,26.7361,14
CNV_00006147,PERF_00032018,2026-03-30,Lead,1,32.787,7
CNV_00006148,PERF_00032019,2026-03-30,Add to Cart,6,60.2805,7
CNV_00006149,PERF_00032025,2026-03-30,Signup,1,4.4413,14
CNV_00006150,PERF_00032030,2026-03-30,Lead,1,36.4389,1
CNV_00006151,PERF_00032032,2026-03-30,Purchase,2,56.073,1
CNV_00006152,PERF_00032038,2026-03-30,Purchase,1,101.0448,14
CNV_00006153,PERF_00032043,2026-03-30,Add to Cart,1,25.6487,1
CNV_00006154,PERF_00032044,2026-03-30,Lead,1,10.253,7
CNV_00006155,PERF_00032045,2026-03-30,Signup,3,73.2945,7
CNV_00006156,PERF_00032053,2026-03-30,Add to Cart,2,32.2176,14
CNV_00006157,PERF_00032076,2026-03-30,Signup,2,24.2515,1
CNV_00006158,PERF_00032080,2026-03-30,Signup,2,45.9945,7
CNV_00006159,PERF_00032081,2026-03-30,Lead,4,102.0916,7
CNV_00006160,PERF_00032082,2026-03-30,Purchase,1,55.3562,7
CNV_00006161,PERF_00032087,2026-03-30,Purchase,1,19.288,1
CNV_00006162,PERF_00032089,2026-03-30,Lead,1,34.1389,1
CNV_00006163,PERF_00032091,2026-03-30,Signup,1,19.8009,1
CNV_00006164,PERF_00032092,2026-03-30,Purchase,1,68.4017,7
CNV_00006165,PERF_00032095,2026-03-30,Lead,1,22.7994,1
CNV_00006166,PERF_00032096,2026-03-30,Add to Cart,2,57.1672,14
CNV_00006167,PERF_00032103,2026-03-30,Signup,1,15.6886,28
CNV_00006168,PERF_00032104,2026-03-30,Signup,1,10.9845,14
CNV_00006169,PERF_00032115,2026-03-30,Signup,1,17.5863,28
CNV_00006170,PERF_00032118,2026-03-30,Purchase,1,88.4638,14
CNV_00006171,PERF_00032119,2026-03-30,Purchase,2,204.2308,1
CNV_00006172,PERF_00032122,2026-03-30,Purchase,1,70.1367,7
CNV_00006173,PERF_00032123,2026-03-30,Purchase,1,42.8533,28
CNV_00006174,PERF_00032125,2026-03-30,Purchase,1,76.4021,7
CNV_00006175,PERF_00032127,2026-03-30,Lead,2,27.4663,1
CNV_00006176,PERF_00032131,2026-03-30,Purchase,3,120.4507,7
CNV_00006177,PERF_00032132,2026-03-30,Purchase,2,221.7556,14
CNV_00006178,PERF_00032135,2026-03-30,Purchase,1,83.0675,7
CNV_00006179,PERF_00032137,2026-03-30,Purchase,1,33.6565,1
CNV_00006180,PERF_00032140,2026-03-30,Signup,2,46.682,7
CNV_00006181,PERF_00032144,2026-03-30,Signup,4,53.0705,1
CNV_00006182,PERF_00032145,2026-03-30,Add to Cart,3,104.0455,28
CNV_00006183,PERF_00032146,2026-03-30,Signup,5,80.1047,14
CNV_00006184,PERF_00032149,2026-03-30,Purchase,2,84.6675,1
CNV_00006185,PERF_00032150,2026-03-30,Signup,5,124.3011,14
CNV_00006186,PERF_00032151,2026-03-30,Lead,2,27.5808,1
CNV_00006187,PERF_00032158,2026-03-30,Lead,1,30.6416,7
CNV_00006188,PERF_00032160,2026-03-30,Purchase,2,197.3322,7
CNV_00006189,PERF_00032164,2026-03-31,Signup,2,42.1319,14
CNV_00006190,PERF_00032170,2026-03-31,Add to Cart,1,29.5892,7
CNV_00006191,PERF_00032172,2026-03-31,Purchase,1,103.0173,14
CNV_00006192,PERF_00032175,2026-03-31,Purchase,1,49.5127,7
CNV_00006193,PERF_00032176,2026-03-31,Add to Cart,1,11.037,1
CNV_00006194,PERF_00032179,2026-03-31,Purchase,2,237.5742,14
CNV_00006195,PERF_00032214,2026-03-31,Add to Cart,1,26.5894,14
CNV_00006196,PERF_00032237,2026-03-31,Purchase,1,114.3495,1
CNV_00006197,PERF_00032242,2026-03-31,Lead,2,51.0934,1
CNV_00006198,PERF_00032243,2026-03-31,Lead,2,43.4238,1
CNV_00006199,PERF_00032244,2026-03-31,Add to Cart,8,214.2678,7
CNV_00006200,PERF_00032245,2026-03-31,Signup,7,71.3073,14
CNV_00006201,PERF_00032246,2026-03-31,Signup,6,22.9916,7
CNV_00006202,PERF_00032247,2026-03-31,Purchase,3,68.7194,7
CNV_00006203,PERF_00032249,2026-03-31,Signup,8,179.8463,7
CNV_00006204,PERF_00032250,2026-03-31,Purchase,3,248.8611,7
CNV_00006205,PERF_00032253,2026-03-31,Lead,1,43.5393,1
CNV_00006206,PERF_00032256,2026-03-31,Lead,2,16.4504,1
CNV_00006207,PERF_00032260,2026-03-31,Purchase,8,356.0177,7
CNV_00006208,PERF_00032261,2026-03-31,Add to Cart,12,334.8374,7
CNV_00006209,PERF_00032264,2026-03-31,Purchase,5,230.919,7
CNV_00006210,PERF_00032273,2026-03-31,Add to Cart,3,75.4809,1
CNV_00006211,PERF_00032274,2026-03-31,Lead,2,31.2736,1
CNV_00006212,PERF_00032282,2026-03-31,Add to Cart,8,72.1728,7
CNV_00006213,PERF_00032285,2026-03-31,Lead,6,176.9761,28
CNV_00006214,PERF_00032286,2026-03-31,Purchase,13,533.5477,14
CNV_00006215,PERF_00032288,2026-03-31,Add to Cart,4,120.8201,7
CNV_00006216,PERF_00032302,2026-03-31,Signup,9,203.6443,7
CNV_00006217,PERF_00032317,2026-03-31,Signup,2,8.9963,7
CNV_00006218,PERF_00032320,2026-03-31,Signup,11,141.5057,7
CNV_00006219,PERF_00032321,2026-03-31,Signup,2,36.6225,7
CNV_00006220,PERF_00032324,2026-03-31,Add to Cart,23,203.3327,7
CNV_00006221,PERF_00032325,2026-03-31,Add to Cart,4,36.2695,7
CNV_00006222,PERF_00032330,2026-03-31,Add to Cart,3,46.0268,14
CNV_00006223,PERF_00032338,2026-03-31,Purchase,2,182.047,7
CNV_00006224,PERF_00032344,2026-03-31,Purchase,2,66.3369,28
CNV_00006225,PERF_00032345,2026-03-31,Lead,2,16.2519,28
CNV_00006226,PERF_00032346,2026-03-31,Purchase,2,227.0111,1
CNV_00006227,PERF_00032347,2026-03-31,Purchase,10,280.3854,7
CNV_00006228,PERF_00032348,2026-03-31,Purchase,5,211.2248,28
CNV_00006229,PERF_00032349,2026-03-31,Signup,4,46.3675,7
CNV_00006230,PERF_00032365,2026-03-31,Lead,1,11.3593,28
CNV_00006231,PERF_00032374,2026-03-31,Purchase,4,107.0776,14
CNV_00006232,PERF_00032376,2026-03-31,Purchase,3,201.4246,14
CNV_00006233,PERF_00032385,2026-03-31,Signup,4,58.7286,14
CNV_00006234,PERF_00032390,2026-03-31,Purchase,13,1461.2938,1
CNV_00006235,PERF_00032398,2026-03-31,Add to Cart,2,14.2875,7
CNV_00006236,PERF_00032401,2026-03-31,Purchase,1,30.7357,1
CNV_00006237,PERF_00032408,2026-03-31,Signup,6,21.3629,28
CNV_00006238,PERF_00032411,2026-03-31,Signup,8,100.2103,1
CNV_00006239,PERF_00032413,2026-03-31,Purchase,4,377.4419,7
CNV_00006240,PERF_00032417,2026-03-31,Add to Cart,1,9.4219,1
CNV_00006241,PERF_00032420,2026-03-31,Signup,2,14.1179,28
CNV_00006242,PERF_00032423,2026-03-31,Purchase,1,98.6717,7
CNV_00006243,PERF_00032427,2026-03-31,Signup,5,61.6805,7
CNV_00006244,PERF_00032428,2026-03-31,Add to Cart,1,18.8482,7
CNV_00006245,PERF_00032429,2026-03-31,Lead,2,56.9464,7
CNV_00006246,PERF_00032432,2026-03-31,Signup,9,193.5349,14
CNV_00006247,PERF_00032433,2026-03-31,Lead,1,25.212,7
CNV_00006248,PERF_00032438,2026-03-31,Purchase,1,57.5147,7
CNV_00006249,PERF_00032471,2026-03-31,Add to Cart,3,68.6964,1
CNV_00006250,PERF_00032476,2026-03-31,Lead,2,30.4501,14
CNV_00006251,PERF_00032485,2026-03-31,Add to Cart,4,50.1961,14
CNV_00006252,PERF_00032511,2026-03-31,Add to Cart,1,12.8464,7
CNV_00006253,PERF_00032513,2026-03-31,Purchase,4,171.659,7
CNV_00006254,PERF_00032518,2026-03-31,Add to Cart,1,14.1409,1
CNV_00006255,PERF_00032519,2026-03-31,Add to Cart,2,47.619,7
CNV_00006256,PERF_00032550,2026-03-31,Lead,1,25.7622,7
CNV_00006257,PERF_00032556,2026-03-31,Purchase,3,82.3512,14
CNV_00006258,PERF_00032561,2026-03-31,Signup,1,5.8074,28
CNV_00006259,PERF_00032564,2026-03-31,Add to Cart,2,36.946,1
CNV_00006260,PERF_00032570,2026-03-31,Signup,3,50.0572,14
CNV_00006261,PERF_00032571,2026-03-31,Purchase,1,94.4943,28
CNV_00006262,PERF_00032589,2026-03-31,Add to Cart,1,23.0079,7
CNV_00006263,PERF_00032596,2026-03-31,Signup,1,20.4735,7
CNV_00006264,PERF_00032601,2026-03-31,Lead,2,58.9488,28
CNV_00006265,PERF_00032605,2026-03-31,Purchase,1,103.7212,7
CNV_00006266,PERF_00032607,2026-03-31,Signup,5,81.7769,28
CNV_00006267,PERF_00032611,2026-03-31,Add to Cart,1,23.0145,14
CNV_00006268,PERF_00032612,2026-03-31,Purchase,1,96.5751,7
CNV_00006269,PERF_00032618,2026-03-31,Purchase,12,1377.5041,1
CNV_00006270,PERF_00032619,2026-03-31,Signup,6,31.3791,7
CNV_00006271,PERF_00032620,2026-03-31,Lead,1,39.9295,7
CNV_00006272,PERF_00032621,2026-03-31,Signup,2,14.2076,7
CNV_00006273,PERF_00032623,2026-03-31,Add to Cart,3,80.9134,1
CNV_00006274,PERF_00032671,2026-04-01,Signup,1,7.1032,1
CNV_00006275,PERF_00032674,2026-04-01,Lead,1,9.3334,1
CNV_00006276,PERF_00032704,2026-04-01,Purchase,3,237.1057,14
CNV_00006277,PERF_00032711,2026-04-01,Add to Cart,1,23.5876,7
CNV_00006278,PERF_00032742,2026-04-01,Lead,5,51.6972,28
CNV_00006279,PERF_00032743,2026-04-01,Signup,10,129.5181,14
CNV_00006280,PERF_00032746,2026-04-01,Lead,10,330.7421,7
CNV_00006281,PERF_00032747,2026-04-01,Signup,2,35.4476,14
CNV_00006282,PERF_00032749,2026-04-01,Purchase,18,327.6343,14
CNV_00006283,PERF_00032752,2026-04-01,Signup,1,24.2117,1
CNV_00006284,PERF_00032754,2026-04-01,Purchase,1,78.4165,7
CNV_00006285,PERF_00032762,2026-04-01,Purchase,3,193.9278,7
CNV_00006286,PERF_00032770,2026-04-01,Purchase,2,101.7079,7
CNV_00006287,PERF_00032778,2026-04-01,Signup,3,60.2033,7
CNV_00006288,PERF_00032781,2026-04-01,Purchase,1,87.7563,1
CNV_00006289,PERF_00032783,2026-04-01,Add to Cart,2,55.0393,7
CNV_00006290,PERF_00032785,2026-04-01,Lead,5,197.2342,7
CNV_00006291,PERF_00032786,2026-04-01,Signup,3,40.0884,14
CNV_00006292,PERF_00032787,2026-04-01,Purchase,2,146.7703,1
CNV_00006293,PERF_00032794,2026-04-01,Purchase,9,371.3349,1
CNV_00006294,PERF_00032795,2026-04-01,Purchase,6,566.3793,7
CNV_00006295,PERF_00032801,2026-04-01,Purchase,1,78.126,14
CNV_00006296,PERF_00032805,2026-04-01,Purchase,4,81.9761,7
CNV_00006297,PERF_00032807,2026-04-01,Add to Cart,5,95.2918,28
CNV_00006298,PERF_00032817,2026-04-01,Purchase,2,127.7018,28
CNV_00006299,PERF_00032827,2026-04-01,Add to Cart,15,357.1594,7
CNV_00006300,PERF_00032829,2026-04-01,Signup,5,60.4059,14
CNV_00006301,PERF_00032832,2026-04-01,Add to Cart,11,154.6555,1
CNV_00006302,PERF_00032833,2026-04-01,Lead,3,50.6872,14
CNV_00006303,PERF_00032834,2026-04-01,Add to Cart,4,73.2886,7
CNV_00006304,PERF_00032845,2026-04-01,Add to Cart,9,98.094,7
CNV_00006305,PERF_00032846,2026-04-01,Purchase,3,200.6172,14
CNV_00006306,PERF_00032850,2026-04-01,Purchase,15,1626.7974,7
CNV_00006307,PERF_00032864,2026-04-01,Signup,2,46.448,14
CNV_00006308,PERF_00032868,2026-04-01,Add to Cart,3,42.8361,1
CNV_00006309,PERF_00032879,2026-04-01,Purchase,5,563.4652,1
CNV_00006310,PERF_00032880,2026-04-01,Lead,12,381.2962,1
CNV_00006311,PERF_00032882,2026-04-01,Add to Cart,5,58.0962,1
CNV_00006312,PERF_00032883,2026-04-01,Signup,5,61.0756,14
CNV_00006313,PERF_00032884,2026-04-01,Lead,5,214.5346,7
CNV_00006314,PERF_00032885,2026-04-01,Purchase,11,205.5835,1
CNV_00006315,PERF_00032886,2026-04-01,Purchase,6,644.3691,7
CNV_00006316,PERF_00032887,2026-04-01,Purchase,3,334.3043,7
CNV_00006317,PERF_00032889,2026-04-01,Signup,2,17.201,7
CNV_00006318,PERF_00032900,2026-04-01,Purchase,13,274.3754,14
CNV_00006319,PERF_00032901,2026-04-01,Add to Cart,11,60.685,7
CNV_00006320,PERF_00032903,2026-04-01,Purchase,3,75.9297,14
CNV_00006321,PERF_00032905,2026-04-01,Add to Cart,1,23.2728,7
CNV_00006322,PERF_00032906,2026-04-01,Lead,17,245.4833,1
CNV_00006323,PERF_00032907,2026-04-01,Lead,5,65.7379,14
CNV_00006324,PERF_00032909,2026-04-01,Lead,1,10.8778,14
