video_performance_id,performance_id,date,creative_id,video_starts,video_25p,video_50p,video_75p,video_completes,video_completion_rate
VID_00014181,PERF_00031421,2026-03-29,CRE_119,7851,5750,4396,3863,2945,0.375111
VID_00014182,PERF_00031422,2026-03-29,CRE_119,6767,5058,4026,2874,2492,0.368258
VID_00014183,PERF_00031423,2026-03-29,CRE_116,6157,4799,3403,2732,2353,0.382167
VID_00014184,PERF_00031424,2026-03-29,CRE_116,7978,5775,4009,3621,2834,0.355227
VID_00014185,PERF_00031425,2026-03-29,CRE_120,9992,8106,7219,5514,4968,0.497198
VID_00014186,PERF_00031427,2026-03-29,CRE_116,7373,5871,5151,4308,3444,0.46711
VID_00014187,PERF_00031428,2026-03-29,CRE_116,11140,6984,6410,4422,3715,0.333483
VID_00014188,PERF_00031429,2026-03-29,CRE_120,4407,3861,3214,2674,2275,0.516224
VID_00014189,PERF_00031442,2026-03-29,CRE_120,7040,5100,4098,3581,3087,0.438494
VID_00014190,PERF_00031450,2026-03-29,CRE_126,39641,21997,16168,11638,9102,0.229611
VID_00014191,PERF_00031451,2026-03-29,CRE_126,20139,13035,8971,7524,6041,0.299965
VID_00014192,PERF_00031452,2026-03-29,CRE_128,22184,14999,10802,9219,7658,0.345204
VID_00014193,PERF_00031454,2026-03-29,CRE_132,34424,26379,21234,15485,13390,0.388973
VID_00014194,PERF_00031457,2026-03-29,CRE_128,8284,5448,4504,3854,2947,0.355746
VID_00014195,PERF_00031458,2026-03-29,CRE_126,22536,13742,10899,9319,7431,0.329739
VID_00014196,PERF_00031460,2026-03-29,CRE_125,13766,8954,5943,4530,3468,0.251925
VID_00014197,PERF_00031461,2026-03-29,CRE_128,20600,17167,14509,11351,10161,0.493252
VID_00014198,PERF_00031465,2026-03-29,CRE_125,7700,4434,3424,2410,1674,0.217403
VID_00014199,PERF_00031466,2026-03-29,CRE_129,4855,2798,2194,1666,1185,0.244078
VID_00014200,PERF_00031467,2026-03-29,CRE_132,22595,16561,13387,11996,9451,0.418278
VID_00014201,PERF_00031468,2026-03-29,CRE_128,16805,13124,9531,8720,6783,0.40363
VID_00014202,PERF_00031472,2026-03-29,CRE_131,14068,12291,10219,8102,6973,0.495664
VID_00014203,PERF_00031473,2026-03-29,CRE_131,13256,10817,9605,7977,6762,0.510109
VID_00014204,PERF_00031474,2026-03-29,CRE_126,27678,20571,17737,13497,11576,0.418238
VID_00014205,PERF_00031475,2026-03-29,CRE_129,20701,11340,8225,7073,5247,0.253466
VID_00014206,PERF_00031476,2026-03-29,CRE_132,17908,12639,11686,8242,7237,0.404121
VID_00014207,PERF_00031477,2026-03-29,CRE_129,20155,10292,7227,5193,4158,0.206301
VID_00014208,PERF_00031478,2026-03-29,CRE_132,49326,29688,23466,17337,14030,0.284434
VID_00014209,PERF_00031479,2026-03-29,CRE_132,3787,3584,3004,2415,2205,0.582255
VID_00014210,PERF_00031480,2026-03-29,CRE_129,4936,2941,2475,2010,1419,0.28748
VID_00014211,PERF_00031481,2026-03-29,CRE_129,4173,2512,1755,1449,1097,0.26288
VID_00014212,PERF_00031482,2026-03-29,CRE_129,20875,10811,5930,5065,2807,0.134467
VID_00014213,PERF_00031484,2026-03-29,CRE_128,19163,16727,13956,10905,9609,0.501435
VID_00014214,PERF_00031485,2026-03-29,CRE_126,8658,4648,3935,2484,1985,0.229268
VID_00014215,PERF_00031487,2026-03-29,CRE_126,19924,17758,14779,11515,9985,0.501154
VID_00014216,PERF_00031488,2026-03-29,CRE_125,9458,4611,3727,2376,1737,0.183654
VID_00014217,PERF_00031489,2026-03-29,CRE_125,18973,13987,9793,7897,6406,0.337638
VID_00014218,PERF_00031491,2026-03-29,CRE_128,21628,19707,16964,14577,13011,0.601581
VID_00014219,PERF_00031492,2026-03-29,CRE_126,19839,14376,11395,8618,6660,0.335702
VID_00014220,PERF_00031494,2026-03-29,CRE_135,12402,8754,7933,6189,4979,0.401468
VID_00014221,PERF_00031495,2026-03-29,CRE_144,11124,7281,5222,4773,3462,0.311219
VID_00014222,PERF_00031496,2026-03-29,CRE_137,8555,6561,5488,4388,3865,0.451783
VID_00014223,PERF_00031497,2026-03-29,CRE_144,6116,3716,2760,1881,1276,0.208633
VID_00014224,PERF_00031499,2026-03-29,CRE_138,5755,3394,2490,2080,1458,0.253345
VID_00014225,PERF_00031501,2026-03-29,CRE_137,3514,2243,1736,1304,914,0.260102
VID_00014226,PERF_00031502,2026-03-29,CRE_146,9513,7072,5142,4372,3286,0.345422
VID_00014227,PERF_00031504,2026-03-29,CRE_138,3885,2376,1740,1366,1138,0.292921
VID_00014228,PERF_00031505,2026-03-29,CRE_136,8018,3550,2492,1730,925,0.115365
VID_00014229,PERF_00031506,2026-03-29,CRE_136,8977,4829,3274,2351,1825,0.203297
VID_00014230,PERF_00031511,2026-03-29,CRE_160,2320,1903,1458,1199,1026,0.442241
VID_00014231,PERF_00031514,2026-03-29,CRE_160,2442,2101,1770,1476,1348,0.552007
VID_00014232,PERF_00031519,2026-03-29,CRE_154,2050,1400,1140,879,655,0.319512
VID_00014233,PERF_00031521,2026-03-29,CRE_159,840,769,680,549,477,0.567857
VID_00014234,PERF_00031522,2026-03-29,CRE_152,3590,2351,2025,1533,1291,0.35961
VID_00014235,PERF_00031523,2026-03-29,CRE_147,4523,2649,2328,1582,1301,0.287641
VID_00014236,PERF_00031527,2026-03-29,CRE_160,1175,956,746,620,523,0.445106
VID_00014237,PERF_00031528,2026-03-29,CRE_159,3363,3052,2533,2343,2022,0.601249
VID_00014238,PERF_00031529,2026-03-29,CRE_160,3877,2425,2129,1702,1244,0.320867
VID_00014239,PERF_00031530,2026-03-29,CRE_147,1704,1345,1085,956,764,0.448357
VID_00014240,PERF_00031531,2026-03-29,CRE_147,1801,1142,851,711,594,0.329817
VID_00014241,PERF_00031532,2026-03-29,CRE_159,1479,1283,1190,1008,833,0.563218
VID_00014242,PERF_00031533,2026-03-29,CRE_147,2072,1502,1195,941,810,0.390927
VID_00014243,PERF_00031534,2026-03-29,CRE_147,5649,3873,3253,2359,2006,0.355107
VID_00014244,PERF_00031535,2026-03-29,CRE_147,3249,1966,1431,1208,935,0.287781
VID_00014245,PERF_00031536,2026-03-29,CRE_168,9732,8400,7186,6323,5387,0.553535
VID_00014246,PERF_00031539,2026-03-29,CRE_168,6406,5070,4424,3903,3174,0.495473
VID_00014247,PERF_00031541,2026-03-29,CRE_168,2849,2317,1755,1621,1312,0.460512
VID_00014248,PERF_00031542,2026-03-29,CRE_168,7222,6076,5202,4432,3908,0.541124
VID_00014249,PERF_00031546,2026-03-29,CRE_168,7393,6343,5583,4311,3788,0.512377
VID_00014250,PERF_00031549,2026-03-29,CRE_168,4854,3976,3646,2980,2526,0.520396
VID_00014251,PERF_00031550,2026-03-29,CRE_162,6845,6502,5630,4586,4122,0.602191
VID_00014252,PERF_00031553,2026-03-29,CRE_165,6843,5237,3675,2890,2503,0.365775
VID_00014253,PERF_00031570,2026-03-29,CRE_174,2887,2742,2114,1901,1700,0.588847
VID_00014254,PERF_00031575,2026-03-29,CRE_184,5484,3442,2435,1918,1355,0.247082
VID_00014255,PERF_00031576,2026-03-29,CRE_184,4575,2475,2111,1327,988,0.215956
VID_00014256,PERF_00031581,2026-03-29,CRE_184,1911,1026,767,613,417,0.21821
VID_00014257,PERF_00031582,2026-03-29,CRE_184,3544,2317,1489,1279,977,0.275677
VID_00014258,PERF_00031585,2026-03-29,CRE_186,8731,5959,5165,4197,3297,0.37762
VID_00014259,PERF_00031589,2026-03-29,CRE_184,6269,4106,2719,2376,1680,0.267985
VID_00014260,PERF_00031591,2026-03-29,CRE_186,4211,2784,2440,1700,1467,0.348373
VID_00014261,PERF_00031595,2026-03-29,CRE_184,10991,5380,4306,2580,1998,0.181785
VID_00014262,PERF_00031596,2026-03-29,CRE_184,9493,5378,4516,3040,2413,0.254187
VID_00014263,PERF_00031603,2026-03-29,CRE_184,3328,1941,1777,1160,950,0.285457
VID_00014264,PERF_00031605,2026-03-29,CRE_184,12578,6458,3863,2798,1864,0.148195
VID_00014265,PERF_00031606,2026-03-29,CRE_186,3342,2557,2121,1629,1344,0.402154
VID_00014266,PERF_00031616,2026-03-29,CRE_199,13330,10705,8309,6565,5852,0.43901
VID_00014267,PERF_00031618,2026-03-29,CRE_190,17468,13344,11183,9101,7494,0.429013
VID_00014268,PERF_00031621,2026-03-29,CRE_195,7180,4585,3466,2835,2168,0.30195
VID_00014269,PERF_00031622,2026-03-29,CRE_195,28272,16316,11372,7366,5283,0.186863
VID_00014270,PERF_00031629,2026-03-29,CRE_214,4021,2264,1844,1391,964,0.239741
VID_00014271,PERF_00031630,2026-03-29,CRE_211,6911,4515,3087,2601,1842,0.266532
VID_00014272,PERF_00031633,2026-03-29,CRE_203,7407,5950,4825,4185,3569,0.481842
VID_00014273,PERF_00031634,2026-03-29,CRE_221,11008,8244,5968,4847,4243,0.385447
VID_00014274,PERF_00031636,2026-03-29,CRE_221,2664,2157,1680,1358,1107,0.415541
VID_00014275,PERF_00031639,2026-03-29,CRE_221,8846,6801,5754,4410,3767,0.425842
VID_00014276,PERF_00031645,2026-03-29,CRE_228,2485,1309,1039,744,484,0.194769
VID_00014277,PERF_00031646,2026-03-29,CRE_226,2415,1423,916,739,558,0.231056
VID_00014278,PERF_00031648,2026-03-29,CRE_227,904,523,404,356,258,0.285398
VID_00014279,PERF_00031652,2026-03-29,CRE_229,1449,841,604,446,288,0.198758
VID_00014280,PERF_00031655,2026-03-29,CRE_228,1427,567,427,328,166,0.116328
VID_00014281,PERF_00031656,2026-03-29,CRE_228,1770,1058,797,553,401,0.226554
VID_00014282,PERF_00031658,2026-03-29,CRE_226,1240,696,509,433,289,0.233065
VID_00014283,PERF_00031659,2026-03-29,CRE_228,1301,644,568,426,271,0.208301
VID_00014284,PERF_00031663,2026-03-29,CRE_226,1051,490,316,202,120,0.114177
VID_00014285,PERF_00031667,2026-03-29,CRE_235,2656,1927,1774,1358,1144,0.430723
VID_00014286,PERF_00031668,2026-03-29,CRE_235,1134,963,855,744,615,0.542328
VID_00014287,PERF_00031669,2026-03-29,CRE_233,662,457,311,282,211,0.318731
VID_00014288,PERF_00031670,2026-03-29,CRE_235,3346,2731,2178,1788,1476,0.441124
VID_00014289,PERF_00031673,2026-03-29,CRE_233,4236,2863,2238,1674,1243,0.293437
VID_00014290,PERF_00031679,2026-03-29,CRE_233,1717,925,629,483,283,0.164822
VID_00014291,PERF_00031681,2026-03-29,CRE_235,924,720,642,490,434,0.469697
VID_00014292,PERF_00031682,2026-03-29,CRE_233,2494,1778,1627,1224,1070,0.42903
VID_00014293,PERF_00031683,2026-03-29,CRE_233,4228,2498,1891,1414,1187,0.280747
VID_00014294,PERF_00031686,2026-03-29,CRE_233,2698,1296,835,583,421,0.156042
VID_00014295,PERF_00031688,2026-03-29,CRE_241,11694,7458,6112,4534,3530,0.301864
VID_00014296,PERF_00031690,2026-03-29,CRE_249,18192,12053,11192,8987,6958,0.382476
VID_00014297,PERF_00031692,2026-03-29,CRE_245,14743,9442,7862,6665,4915,0.333379
VID_00014298,PERF_00031701,2026-03-29,CRE_252,32450,20016,18811,12931,10741,0.331002
VID_00014299,PERF_00031702,2026-03-29,CRE_261,17893,11237,9845,6998,6068,0.339127
VID_00014300,PERF_00031707,2026-03-29,CRE_261,15655,11819,9485,8032,6766,0.432194
VID_00014301,PERF_00031709,2026-03-29,CRE_252,15915,10690,8803,7319,6111,0.383977
VID_00014302,PERF_00031714,2026-03-30,CRE_009,2297,1986,1523,1340,1132,0.492817
VID_00014303,PERF_00031725,2026-03-30,CRE_004,2410,2029,1525,1428,1168,0.484647
VID_00014304,PERF_00031728,2026-03-30,CRE_003,1695,1392,1066,887,721,0.425369
VID_00014305,PERF_00031731,2026-03-30,CRE_003,3702,2938,2055,1927,1506,0.406807
VID_00014306,PERF_00031732,2026-03-30,CRE_003,3868,2602,2259,1875,1419,0.366856
VID_00014307,PERF_00031733,2026-03-30,CRE_009,590,518,390,345,301,0.510169
VID_00014308,PERF_00031734,2026-03-30,CRE_009,2531,1650,1368,1082,870,0.343738
VID_00014309,PERF_00031735,2026-03-30,CRE_009,1325,1098,953,818,696,0.525283
VID_00014310,PERF_00031736,2026-03-30,CRE_009,2013,1269,900,631,477,0.23696
VID_00014311,PERF_00031737,2026-03-30,CRE_004,2804,1870,1420,1062,812,0.289586
VID_00014312,PERF_00031739,2026-03-30,CRE_016,5184,4357,3341,2917,2559,0.493634
VID_00014313,PERF_00031743,2026-03-30,CRE_014,3651,2251,1844,1347,1061,0.290605
VID_00014314,PERF_00031744,2026-03-30,CRE_019,4575,2719,1977,1437,1058,0.231257
VID_00014315,PERF_00031745,2026-03-30,CRE_016,3403,3232,2761,2373,2068,0.607699
VID_00014316,PERF_00031746,2026-03-30,CRE_014,11440,6451,5615,3674,2956,0.258392
VID_00014317,PERF_00031747,2026-03-30,CRE_014,13300,6649,4326,3051,1941,0.14594
VID_00014318,PERF_00031748,2026-03-30,CRE_016,8063,7266,6530,5462,4870,0.603994
VID_00014319,PERF_00031749,2026-03-30,CRE_014,8306,4942,3320,2606,2008,0.241753
VID_00014320,PERF_00031750,2026-03-30,CRE_014,10799,7090,5816,4359,3436,0.318178
VID_00014321,PERF_00031751,2026-03-30,CRE_019,5615,2643,1920,1521,865,0.154052
VID_00014322,PERF_00031752,2026-03-30,CRE_014,13389,5746,4176,3195,1909,0.14258
VID_00014323,PERF_00031754,2026-03-30,CRE_014,5660,2804,2469,1636,1093,0.19311
VID_00014324,PERF_00031755,2026-03-30,CRE_019,11679,4910,3860,2119,1502,0.128607
VID_00014325,PERF_00031756,2026-03-30,CRE_014,7548,3708,2401,1396,1005,0.133148
VID_00014326,PERF_00031757,2026-03-30,CRE_016,10547,6915,4994,3963,2939,0.278657
VID_00014327,PERF_00031758,2026-03-30,CRE_016,9847,7294,5270,4358,3755,0.381334
VID_00014328,PERF_00031759,2026-03-30,CRE_014,2412,1304,1104,883,616,0.25539
VID_00014329,PERF_00031760,2026-03-30,CRE_014,14362,7267,4408,3243,2228,0.155132
VID_00014330,PERF_00031761,2026-03-30,CRE_030,4361,3071,2142,1750,1452,0.332951
VID_00014331,PERF_00031762,2026-03-30,CRE_029,9088,7280,5358,4384,3755,0.413182
VID_00014332,PERF_00031763,2026-03-30,CRE_029,4413,2882,2121,1628,1259,0.285293
VID_00014333,PERF_00031764,2026-03-30,CRE_030,9265,6686,5664,4102,3363,0.362979
VID_00014334,PERF_00031765,2026-03-30,CRE_030,7942,5873,4702,3483,2934,0.369428
VID_00014335,PERF_00031766,2026-03-30,CRE_030,7757,6020,4920,3639,3064,0.394998
VID_00014336,PERF_00031770,2026-03-30,CRE_023,13575,7853,6901,5060,3846,0.283315
VID_00014337,PERF_00031790,2026-03-30,CRE_047,3920,3042,2557,1956,1584,0.404082
VID_00014338,PERF_00031793,2026-03-30,CRE_043,4999,2165,1497,1099,741,0.14823
VID_00014339,PERF_00031794,2026-03-30,CRE_046,6437,3594,2482,1787,1412,0.219357
VID_00014340,PERF_00031795,2026-03-30,CRE_047,7897,6242,5557,4046,3588,0.45435
VID_00014341,PERF_00031796,2026-03-30,CRE_049,3785,2712,1869,1621,1218,0.321797
VID_00014342,PERF_00031797,2026-03-30,CRE_055,5851,4126,3494,2878,2336,0.399248
VID_00014343,PERF_00031802,2026-03-30,CRE_058,23338,17738,13372,10965,9623,0.412332
VID_00014344,PERF_00031804,2026-03-30,CRE_065,19321,10199,7374,5790,4103,0.21236
VID_00014345,PERF_00031805,2026-03-30,CRE_052,20370,13692,8946,7771,5920,0.290623
VID_00014346,PERF_00031807,2026-03-30,CRE_065,5481,3457,2823,2219,1891,0.34501
VID_00014347,PERF_00031808,2026-03-30,CRE_061,18725,15702,12120,10706,9496,0.50713
VID_00014348,PERF_00031809,2026-03-30,CRE_055,12378,9083,6763,4959,4162,0.336242
VID_00014349,PERF_00031814,2026-03-30,CRE_060,17620,10495,6786,5223,4314,0.244835
VID_00014350,PERF_00031815,2026-03-30,CRE_060,14339,7816,6339,4784,3541,0.246949
VID_00014351,PERF_00031818,2026-03-30,CRE_061,7333,5713,4848,4196,3588,0.489295
VID_00014352,PERF_00031819,2026-03-30,CRE_059,8266,4468,3363,2506,1911,0.231188
VID_00014353,PERF_00031820,2026-03-30,CRE_055,18100,15345,13999,11500,9684,0.535028
VID_00014354,PERF_00031821,2026-03-30,CRE_058,17661,11975,9512,7067,5588,0.316403
VID_00014355,PERF_00031822,2026-03-30,CRE_052,19773,12024,8453,6860,5025,0.254134
VID_00014356,PERF_00031824,2026-03-30,CRE_058,32640,18890,16168,11818,8092,0.247917
VID_00014357,PERF_00031825,2026-03-30,CRE_059,11975,9676,7455,5798,4962,0.414363
VID_00014358,PERF_00031826,2026-03-30,CRE_058,4949,3680,2805,2195,1815,0.366741
VID_00014359,PERF_00031828,2026-03-30,CRE_068,8537,6942,5624,4864,4191,0.490922
VID_00014360,PERF_00031829,2026-03-30,CRE_066,9706,6615,5373,3876,3337,0.343808
VID_00014361,PERF_00031830,2026-03-30,CRE_070,5766,4121,3490,2987,2445,0.424037
VID_00014362,PERF_00031838,2026-03-30,CRE_067,7745,4979,4446,3337,2693,0.347708
VID_00014363,PERF_00031840,2026-03-30,CRE_070,8295,6112,4593,3511,2863,0.345148
VID_00014364,PERF_00031841,2026-03-30,CRE_090,19219,13052,9790,8386,6974,0.36287
VID_00014365,PERF_00031842,2026-03-30,CRE_087,23671,14013,12809,9712,7116,0.300621
VID_00014366,PERF_00031843,2026-03-30,CRE_084,17760,12728,10435,8783,7639,0.430124
VID_00014367,PERF_00031844,2026-03-30,CRE_077,18118,16120,13784,12026,10606,0.585385
VID_00014368,PERF_00031848,2026-03-30,CRE_089,17101,10313,8293,6820,5343,0.312438
VID_00014369,PERF_00031849,2026-03-30,CRE_087,24934,12540,10944,6028,4755,0.190703
VID_00014370,PERF_00031850,2026-03-30,CRE_084,16391,10424,8514,6069,4593,0.280215
VID_00014371,PERF_00031853,2026-03-30,CRE_084,6530,5250,4256,3132,2742,0.419908
VID_00014372,PERF_00031854,2026-03-30,CRE_088,19928,11553,9219,6660,4744,0.238057
VID_00014373,PERF_00031855,2026-03-30,CRE_089,15885,11558,9011,7057,5630,0.354422
VID_00014374,PERF_00031856,2026-03-30,CRE_094,23253,19561,15417,13661,12002,0.516148
VID_00014375,PERF_00031857,2026-03-30,CRE_094,8346,6188,4735,4481,3540,0.424155
VID_00014376,PERF_00031858,2026-03-30,CRE_094,9843,6189,5615,3867,3254,0.33059
VID_00014377,PERF_00031859,2026-03-30,CRE_101,31247,15778,12492,9061,6640,0.2125
VID_00014378,PERF_00031860,2026-03-30,CRE_094,27264,14994,13815,9942,7114,0.26093
VID_00014379,PERF_00031861,2026-03-30,CRE_101,9548,4335,3148,2176,1647,0.172497
VID_00014380,PERF_00031862,2026-03-30,CRE_092,8845,6048,4439,3394,2829,0.319842
VID_00014381,PERF_00031863,2026-03-30,CRE_095,9964,5618,3431,2331,1724,0.173023
VID_00014382,PERF_00031864,2026-03-30,CRE_100,27569,16273,12628,9201,7414,0.268925
VID_00014383,PERF_00031867,2026-03-30,CRE_101,17420,9317,8098,5935,4029,0.231286
VID_00014384,PERF_00031869,2026-03-30,CRE_100,9241,5163,3646,2977,2325,0.251596
VID_00014385,PERF_00031871,2026-03-30,CRE_092,17304,11085,9064,5839,4849,0.280224
VID_00014386,PERF_00031872,2026-03-30,CRE_095,7937,5132,4380,3374,2679,0.337533
VID_00014387,PERF_00031873,2026-03-30,CRE_100,8680,5872,4269,3174,2415,0.278226
VID_00014388,PERF_00031875,2026-03-30,CRE_101,4625,3237,2532,1898,1465,0.316757
VID_00014389,PERF_00031877,2026-03-30,CRE_095,10446,6039,4611,2819,2153,0.206108
VID_00014390,PERF_00031878,2026-03-30,CRE_091,13432,10599,8423,6913,5758,0.428678
VID_00014391,PERF_00031882,2026-03-30,CRE_091,4668,4254,3505,2690,2392,0.512425
VID_00014392,PERF_00031883,2026-03-30,CRE_100,5904,3167,2695,2110,1433,0.242717
VID_00014393,PERF_00031888,2026-03-30,CRE_106,9878,5872,5200,3583,2851,0.288621
VID_00014394,PERF_00031889,2026-03-30,CRE_108,15337,8941,7609,5068,3994,0.260416
VID_00014395,PERF_00031893,2026-03-30,CRE_107,16572,11860,8555,7120,5844,0.352643
VID_00014396,PERF_00031894,2026-03-30,CRE_108,10351,4901,3309,1890,1184,0.114385
VID_00014397,PERF_00031895,2026-03-30,CRE_106,19260,13846,9141,7490,6401,0.332347
VID_00014398,PERF_00031901,2026-03-30,CRE_108,12380,7217,5225,3810,2371,0.191519
VID_00014399,PERF_00031905,2026-03-30,CRE_119,6507,4723,3227,2675,2182,0.335331
VID_00014400,PERF_00031906,2026-03-30,CRE_116,8739,6514,5260,4967,3970,0.454285
VID_00014401,PERF_00031907,2026-03-30,CRE_116,4281,2980,2315,1874,1526,0.356459
VID_00014402,PERF_00031908,2026-03-30,CRE_116,2838,2351,1740,1599,1282,0.451727
VID_00014403,PERF_00031909,2026-03-30,CRE_120,2639,2130,1776,1365,1147,0.434634
VID_00014404,PERF_00031910,2026-03-30,CRE_116,12009,6707,4212,3354,2497,0.207927
VID_00014405,PERF_00031911,2026-03-30,CRE_119,7685,6357,5471,4688,4074,0.530124
VID_00014406,PERF_00031912,2026-03-30,CRE_119,7400,5332,4434,3678,3081,0.416351
VID_00014407,PERF_00031917,2026-03-30,CRE_116,3633,2549,2239,1668,1337,0.368015
VID_00014408,PERF_00031920,2026-03-30,CRE_129,16723,11164,7806,6285,4612,0.275788
VID_00014409,PERF_00031921,2026-03-30,CRE_128,30475,21033,16930,14847,11920,0.39114
VID_00014410,PERF_00031922,2026-03-30,CRE_125,10466,6208,4832,3165,2283,0.218135
VID_00014411,PERF_00031923,2026-03-30,CRE_126,15988,11924,9310,7443,5783,0.361709
VID_00014412,PERF_00031924,2026-03-30,CRE_131,12355,8646,6125,5600,4184,0.338648
VID_00014413,PERF_00031926,2026-03-30,CRE_132,32098,20973,18587,12974,11360,0.353916
VID_00014414,PERF_00031928,2026-03-30,CRE_125,23071,12002,8353,6773,4651,0.201595
VID_00014415,PERF_00031930,2026-03-30,CRE_125,21313,11644,8884,6010,4918,0.230751
VID_00014416,PERF_00031933,2026-03-30,CRE_125,5400,3089,2292,1704,1216,0.225185
VID_00014417,PERF_00031934,2026-03-30,CRE_129,6018,3352,2349,2031,1427,0.237122
VID_00014418,PERF_00031935,2026-03-30,CRE_131,16591,11609,9492,6772,5481,0.33036
VID_00014419,PERF_00031936,2026-03-30,CRE_131,18052,15124,12452,9801,8178,0.453025
VID_00014420,PERF_00031939,2026-03-30,CRE_128,13052,11358,9749,7263,6567,0.503141
VID_00014421,PERF_00031941,2026-03-30,CRE_128,20043,17568,14849,13798,11848,0.591129
VID_00014422,PERF_00031945,2026-03-30,CRE_132,11573,8666,6824,5978,4979,0.430226
VID_00014423,PERF_00031947,2026-03-30,CRE_128,21474,18931,13557,11764,10451,0.486682
VID_00014424,PERF_00031948,2026-03-30,CRE_128,22425,18345,15146,13741,11995,0.534894
VID_00014425,PERF_00031950,2026-03-30,CRE_131,15322,14238,11375,9562,8620,0.56259
VID_00014426,PERF_00031951,2026-03-30,CRE_129,16972,9472,5879,4755,3329,0.196147
VID_00014427,PERF_00031952,2026-03-30,CRE_128,10932,9169,8005,6711,5726,0.523783
VID_00014428,PERF_00031954,2026-03-30,CRE_128,17353,15301,11465,10571,8889,0.512246
VID_00014429,PERF_00031956,2026-03-30,CRE_128,24767,18484,12877,11157,8848,0.35725
VID_00014430,PERF_00031959,2026-03-30,CRE_139,4815,4444,3520,2913,2634,0.54704
VID_00014431,PERF_00031960,2026-03-30,CRE_136,10334,5221,3795,2423,1420,0.13741
VID_00014432,PERF_00031962,2026-03-30,CRE_137,7050,4749,3513,3066,2403,0.340851
VID_00014433,PERF_00031964,2026-03-30,CRE_146,4948,3842,2836,2540,1964,0.396928
VID_00014434,PERF_00031965,2026-03-30,CRE_136,7547,3688,2789,2328,1552,0.205645
VID_00014435,PERF_00031966,2026-03-30,CRE_139,10898,8227,6853,5188,4330,0.397321
VID_00014436,PERF_00031968,2026-03-30,CRE_136,3825,1488,1119,756,347,0.090719
VID_00014437,PERF_00031969,2026-03-30,CRE_138,5078,2973,2574,1920,1390,0.27373
VID_00014438,PERF_00031970,2026-03-30,CRE_152,3744,3167,2616,1914,1682,0.449252
VID_00014439,PERF_00031975,2026-03-30,CRE_152,1397,874,678,609,463,0.331424
VID_00014440,PERF_00031976,2026-03-30,CRE_159,1461,1140,892,719,585,0.400411
VID_00014441,PERF_00031979,2026-03-30,CRE_160,1429,1316,1069,950,816,0.571029
VID_00014442,PERF_00031981,2026-03-30,CRE_152,2242,1851,1431,1196,1044,0.465656
VID_00014443,PERF_00031983,2026-03-30,CRE_152,1029,744,663,516,435,0.422741
VID_00014444,PERF_00031984,2026-03-30,CRE_159,1328,934,783,659,534,0.402108
VID_00014445,PERF_00031985,2026-03-30,CRE_152,1455,1208,860,806,632,0.434364
VID_00014446,PERF_00031986,2026-03-30,CRE_160,686,580,514,402,362,0.527697
VID_00014447,PERF_00031987,2026-03-30,CRE_154,2289,2111,1885,1530,1317,0.57536
VID_00014448,PERF_00031988,2026-03-30,CRE_154,1140,1007,826,694,597,0.523684
VID_00014449,PERF_00031989,2026-03-30,CRE_160,4695,3259,2842,2215,1669,0.355485
VID_00014450,PERF_00031990,2026-03-30,CRE_147,1453,1009,773,603,509,0.35031
VID_00014451,PERF_00031991,2026-03-30,CRE_154,3811,3222,2922,2434,2044,0.536342
VID_00014452,PERF_00031992,2026-03-30,CRE_147,2111,1210,746,538,403,0.190905
VID_00014453,PERF_00031999,2026-03-30,CRE_165,15584,9998,8721,6428,4835,0.310254
VID_00014454,PERF_00032000,2026-03-30,CRE_168,4398,3460,2535,2245,1762,0.400637
VID_00014455,PERF_00032001,2026-03-30,CRE_162,5408,3768,2846,2212,1606,0.296967
VID_00014456,PERF_00032006,2026-03-30,CRE_165,9525,6934,5848,4949,4231,0.444199
VID_00014457,PERF_00032007,2026-03-30,CRE_162,6713,4020,3495,2821,2034,0.302994
VID_00014458,PERF_00032010,2026-03-30,CRE_168,9273,6083,5186,4159,3336,0.359754
VID_00014459,PERF_00032013,2026-03-30,CRE_165,6544,4678,3706,2917,2474,0.378056
VID_00014460,PERF_00032014,2026-03-30,CRE_168,14370,9040,7674,5229,4287,0.29833
VID_00014461,PERF_00032015,2026-03-30,CRE_162,8316,7716,6372,5542,4747,0.570827
VID_00014462,PERF_00032016,2026-03-30,CRE_162,11571,7998,7352,5719,4572,0.395126
VID_00014463,PERF_00032025,2026-03-30,CRE_179,1897,1428,1012,901,680,0.358461
VID_00014464,PERF_00032027,2026-03-30,CRE_179,3721,2808,2024,1760,1435,0.385649
VID_00014465,PERF_00032030,2026-03-30,CRE_179,2297,1714,1500,1213,1033,0.449717
VID_00014466,PERF_00032033,2026-03-30,CRE_172,4175,2821,2366,2013,1563,0.374371
VID_00014467,PERF_00032041,2026-03-30,CRE_184,5261,2832,2447,1790,1355,0.257556
VID_00014468,PERF_00032042,2026-03-30,CRE_184,2541,1303,938,667,487,0.191657
VID_00014469,PERF_00032044,2026-03-30,CRE_186,3072,2268,2045,1617,1360,0.442708
VID_00014470,PERF_00032048,2026-03-30,CRE_184,4527,2700,1779,1394,908,0.200574
VID_00014471,PERF_00032051,2026-03-30,CRE_186,4962,4302,3543,3155,2567,0.517332
VID_00014472,PERF_00032052,2026-03-30,CRE_186,12797,10077,8308,7416,5919,0.46253
VID_00014473,PERF_00032062,2026-03-30,CRE_184,3592,2216,1825,1381,1175,0.327116
